Release Month  Release Date	Release Year	Movie	Budget ($M)	Domestic ($M)	Worldwide ($M)
9	3	2010	Machete	12.5	26.593646	44.331957
12	19	2002	Antwone Fisher	12.5	21.078145	23.367586
2	12	1982	La Guerre du feu	12.5	20.959585	20.959585
11	22	2002	The Emperor's Club	12.5	14.06095	16.193713
9	10	1993	True Romance	12.5	12.281	12.281
9	11	2009	Sorority Row	12.5	11.965282	26.735797
9	30	1992	Glengarry Glen Ross	12.5	10.725228	10.725228
11	7	2008	The Boy in the Striped Pajamas	12.5	9.046156	44.083403
4	2	1982	Cat People	12.5	7	21
5	25	1979	The Prisoner of Zenda	12.5	7	7
10	15	2010	Conviction	12.5	6.797696	10.133552
10	12	2007	Lars and the Real Girl	12.5	5.95648	10.553442
5	21	2010	Solitary Man	12.5	4.360548	4.360548
9	22	2000	Dancer in the Dark	12.5	4.157491	45.557491
12	17	2010	Casino Jack	12.5	2.039869	2.080869
12	31	1997	Oscar and Lucinda	12.5	1.612957	1.612957
11	1	1996	The Funeral	12.5	1.212799	1.412799
9	3	2004	Tae Guik Gi: The Brotherhood of War	12.5	1.110186	69.826708
4	16	2010	The Perfect Game	12.5	1.089445	3.931367
11	18	1988	The Land Before Time	12.3	48.092846	81.972846
6	20	1975	Jaws	12	260	470.7
12	26	1973	The Exorcist	12	204.868002	402.735134
7	9	1999	American Pie	12	101.800948	234.723148
4	20	2012	Think Like a Man	12	91.547205	96.155124
4	16	2014	Heaven is for Real	12	89.450439	92.379153
6	6	2014	The Fault in Our Stars	12	83.074977	122.374977
6	4	1982	Star Trek II: The Wrath of Khan	12	79.912963	96.8
12	12	1986	The Golden Child	12	79.817937	79.817937
9	13	2002	Barbershop	12	75.781642	77.081642
6	3	1983	War Games	12	74.433837	74.433837
2	4	1994	Ace Ventura: Pet Detective	12	72.217396	107.217396
2	24	2012	Act of Valor	12	70.012847	82.497035
2	8	1985	Witness	12	65.532576	65.532576
8	11	2006	Step Up	12	65.328121	110.989157
2	3	2012	Chronicle	12	64.575175	127.075175
12	20	1996	Beavis and Butt-head Do America	12	63.118386	63.118386
1	1	1970	Patton	12	62.5	62.5
3	2	2012	Project X	12	54.731865	96.731865
12	25	1997	Jackie Brown	12	39.673162	74.727492
11	18	1983	Yentl	12	39.012241	39.012241
4	25	2008	Harold & Kumar Escape from Guantanamo Bay	12	38.108728	43.231984
11	6	1981	Time Bandits	12	37.4	37.4
2	15	2002	Crossroads	12	37.188667	57
10	10	2008	Quarantine	12	31.691811	41.291811
8	21	2002	One Hour Photo	12	31.597131	52.223306
2	1	2008	The Eye	12	31.418697	56.918697
4	7	2004	Johnson Family Vacation	12	31.203964	31.462753
12	21	2001	How High	12	31.155435	31.260435
10	7	1960	Spartacus	12	30	60
9	1	2006	Crank	12	27.838408	43.924923
12	11	1992	The Muppet Christmas Carol	12	27.281507	27.281507
10	25	2002	Frida	12	25.885	55.710675
7	5	2012	Katy Perry: Part of Me 3D	12	25.326071	30.226071
11	24	2010	Faster	12	23.24002	35.658648
9	11	1998	Rounders	12	22.921898	22.921898
4	28	1967	Casino Royale	12	22.744718	41.744718
6	15	1979	Prophecy	12	22.67334	22.67334
5	14	2010	Just Wright	12	21.540363	22.054075
9	10	1999	A Stir of Echoes	12	21.133087	21.133087
1	13	1995	Tales from the Crypt: Demon Knight	12	21.089146	21.089146
1	1	1978	The Boys from Brazil	12	19	19
3	11	2005	The Upside of Anger	12	18.761993	28.915761
3	3	2006	Aquamarine	12	18.597342	22.978953
11	15	2013	Nebraska	12	17.654912	17.654912
1	9	2004	My Baby's Daddy	12	17.321573	17.322212
10	5	2001	Max Keeble's Big Move	12	17.292381	17.292381
12	9	2011	Young Adult	12	16.311571	22.750356
11	1	2013	About Time	12	15.323921	87.510258
8	6	1997	Def Jam's How To Be a Player	12	14.010363	14.010363
10	30	1998	Living Out Loud	12	12.905901	12.905901
10	3	2008	Rachel Getting Married	12	12.796861	13.326864
3	20	1981	The Postman Always Rings Twice	12	12.2	44.2
12	12	2003	Girl with a Pearl Earring	12	11.634362	43.281552
2	10	1982	Das Boot	12	11.487676	84.970337
12	3	2004	House of Flying Daggers	12	11.050094	92.863945
3	22	2002	Sorority Boys	12	10.198766	12.516222
12	5	2008	Cadillac Records	12	8.138	8.138
9	14	2012	Arbitrage	12	7.919574	26.685784
10	24	1960	The Alamo	12	7.9	7.9
5	12	2000	Screwed	12	6.98268	6.98268
10	20	2006	Running With Scissors	12	6.86	8.706701
9	3	1993	Fortress	12	6.730578	46.730578
11	17	2006	For Your Consideration	12	5.549923	5.549923
11	20	1998	Celebrity	12	5.07866	6.2
6	20	2003	From Justin to Kelly	12	4.922166	4.922166
6	6	1986	Invaders from Mars	12	4.884663	4.984663
3	22	1996	Girl 6	12	4.880941	4.880941
10	22	2003	In the Cut	12	4.717455	23.693646
2	22	2008	Charlie Bartlett	12	3.950294	5.295909
2	13	2009	Two Lovers	12	3.149034	16.349034
2	15	2002	Last Orders	12	2.326407	2.326407
3	9	2007	Gwoemul	12	2.201923	92.618117
11	13	1981	The Pursuit of D.B. Cooper	12	2.104164	2.104164
3	19	1999	Ravenous	12	2.062406	2.062406
6	14	2002	The Dangerous Lives of Altar Boys	12	1.779284	1.779284
3	7	2008	Married Life	12	1.506998	1.506998
8	5	2005	2046	12	1.442338	19.202856
9	30	2005	Duma	12	0.870067	0.99479
6	4	2010	Ondine	12	0.550472	0.550472
7	20	2001	Brother	12	0.450594	0.450594
10	4	2002	Welcome to Collinwood	12	0.37865	0.37865
4	18	2008	Life Before Her Eyes	12	0.303439	7.203439
10	31	1997	Critical Care	12	0.220175	0.220175
9	28	2007	Trade	12	0.214202	1.513388
1	6	2006	Fateless	12	0.196857	0.196857
9	3	2010	San qiang pai an jing qi	12	0.190946	0.310946
9	17	1999	Breakfast of Champions	12	0.178287	0.178287
3	9	2001	Company Man	12	0.146028	0.622273
5	11	2011	Nanjing! Nanjing!	12	0.122558	20.122558
8	19	2011	5 Days of War	12	0.017479	0.017479
12	31	2011	Tu Xia Chuan Qi	12	0	1.8284
9	15	2009	Triangle	12	0	1.595168
10	19	2013	Supesu Batorushippu Yamato	12	0	0
12	10	1999	Diamonds	11.9	0.081897	0.081897
3	20	1998	Madadayo	11.9	0.048856	0.048856
4	21	1989	Pet Sematary	11.5	57.469179	57.469179
11	27	2009	The Cry of the Owl	11.5	0	0
10	9	2009	St. Trinian's	11.4	0.015	22.446568
5	25	1977	Star Wars Ep. IV: A New Hope	11	460.998007	797.9
6	8	1984	Gremlins	11	148.168459	148.168459
12	22	1965	Doctor Zhivago	11	111.721	111.721
12	10	2010	The Fighter	11	93.617009	129.262388
10	24	2008	High School Musical 3: Senior Year	11	90.559416	274.39288
9	22	2006	Jackass: Number Two	11	72.778712	85.278712
3	13	1992	My Cousin Vinny	11	52.929168	52.929168
4	7	1989	Major League	11	49.793054	49.793054
4	4	2003	Phone Booth	11	46.566212	97.837138
1	25	2002	A Walk to Remember	11	41.227069	46.060915
12	29	1995	Dead Man Walking	11	39.387284	83.088295
3	5	1999	Cruel Intentions	11	38.230075	75.803716
10	17	2008	The Secret Life of Bees	11	37.770162	39.984023
6	12	1981	History of the World: Part I	11	31.672	31.672
10	23	2009	Saw VI	11	27.693292	69.752402
10	12	2001	Corky Romano	11	23.978402	23.978402
8	7	1992	Raising Cain	11	21.171695	21.171695
4	13	1978	F.I.S.T	11	20.38892	20.38892
1	1	1975	Barry Lyndon	11	20	20
11	21	2001	Out Cold	11	13.906394	14.786394
10	13	2000	The Ladies Man	11	13.592872	13.719474
3	30	2001	Tomcats	11	13.558739	13.558739
4	12	2002	Frailty	11	13.110448	19.94728
2	19	1993	Army of Darkness	11	11.502976	21.502976
11	12	2004	Kinsey	11	10.214647	13.000959
12	25	1993	What's Eating Gilbert Grape	11	9.170214	9.170214
2	1	2002	Slackers	11	4.814244	4.814244
9	26	2003	The Gospel of John	11	4.068087	4.246765
10	10	2004	Vera Drake	11	3.753806	13.353855
1	31	2003	The Guru	11	3.051221	23.788368
12	14	1995	Othello	11	2.844379	2.844379
5	12	1995	The Perez Family	11	2.794056	2.794056
1	1	1970	The Molly Maguires	11	2.2	2.2
1	1	1991	Return to the Blue Lagoon	11	2	2
9	7	2007	Romance and Cigarettes	11	0.551002	3.231251
11	10	2006	Copying Beethoven	11	0.355968	0.355968
8	26	2011	Brighton Rock	11	0.229653	0.229653
5	4	2012	LOL	11	0	10.431506
10	24	2008	Saw V	10.8	56.746769	118.209778
4	27	2007	Jindabyne	10.8	0.399879	2.862544
8	11	2006	Kabhi Alvida Naa Kehna	10.75	3.275443	32.575443
6	4	1982	Poltergeist	10.7	74.706019	121.706019
6	18	1999	An Ideal Husband	10.7	18.542974	31.341183
12	25	2004	Darkness	10.6	22.163442	34.409206
6	11	1982	ET: The Extra-Terrestrial	10.5	435.110554	792.965326
4	2	1968	2001: A Space Odyssey	10.5	56.7	68.7
4	20	2007	In the Land of Women	10.5	11.052958	14.140402
12	31	1994	There Goes My Baby	10.5	0.125169	0.125169
2	20	2004	The Blue Butterfly	10.4	1.610194	1.610194
11	2	2001	Le Fabuleux destin d'Amélie Poulain	10.35	33.201661	174.201661
4	30	2010	Housefull	10.1	1.183658	18.7263
8	24	2007	September Dawn	10.1	1.066555	1.066555
12	5	1997	Good Will Hunting	10	138.433435	225.933435
10	22	2004	The Grudge	10	110.359362	187.281115
6	26	1981	Stripes	10	85.3	85.3
10	27	2006	Saw III	10	80.238724	163.876815
8	25	2000	Bring it On	10	68.35355	90.45355
1	29	1999	She's All That	10	63.465522	63.465522
10	26	2007	Saw IV	10	63.300095	135.759694
2	24	2006	Madea's Family Reunion	10	63.25794	63.308879
1	7	2005	White Noise	10	56.09436	92.09436
10	17	1986	The Color of Money	10	52.293	52.293
10	2	1992	The Mighty Ducks	10	50.752337	50.752337
11	6	2009	Precious (Based on the Novel Push by Sapphire)	10	47.566524	68.722848
5	4	2012	The Best Exotic Marigold Hotel	10	46.383639	134.729347
2	17	1989	Bill & Ted's Excellent Adventure	10	40.485039	40.485039
10	4	1962	The Longest Day	10	39.1	50.1
2	16	1996	Happy Gilmore	10	38.62346	41.004412
8	31	2001	Jeepers Creepers	10	37.904175	58.939035
12	11	1968	Oliver!	10	37.402877	37.402877
2	16	2001	Recess: School's Out	10	36.696761	44.45147
7	10	1985	Mad Max Beyond Thunderdome	10	36.230219	36.230219
11	3	1977	Pete's Dragon	10	36	36
10	4	1985	Commando	10	35.073978	35.073978
9	17	2010	Devil	10	33.679655	63.354114
11	22	2002	Friday After Next	10	33.253609	33.526835
3	6	1992	The Lawnmower Man	10	32.100816	32.100816
10	3	2008	Nick and Norah's Infinite Playlist	10	31.487293	33.544594
11	12	1999	Dogma	10	30.651422	43.948865
9	20	2002	The Banger Sisters	10	30.306281	38.067218
12	8	2000	Snatch	10	30.093107	83.593107
5	19	1989	Road House	10	30.050028	30.050028
6	24	1983	Twilight Zone: The Movie	10	29.5	29.5
11	23	1994	A Low Down Dirty Shame	10	29.317886	29.317886
8	30	2013	One Direction: This is Us	10	28.873374	68.541786
9	6	2002	Swimfan	10	28.564995	34.364995
10	6	2006	Employee of the Month	10	28.444855	38.364855
11	6	2009	The Fourth Kind	10	26.21817	49.486874
3	25	1983	The Outsiders	10	25.697647	25.697647
6	12	1998	Can't Hardly Wait	10	25.358996	25.358996
8	17	2012	Sparkle	10	24.397469	24.660323
4	26	2013	Mud	10	21.590086	24.578405
11	12	2010	Skyline	10	21.416355	78.693371
10	21	1983	The Dead Zone	10	20.766	20.766
2	2	2001	Valentine	10	20.384136	20.384136
2	23	2007	Reno 911!: Miami	10	20.342161	21.851362
7	24	1998	Jane Austen's Mafia	10	19.843795	30.143795
2	25	1994	Sugar Hill	10	18.272447	18.272447
6	20	2008	Kit Kittredge: An American Girl	10	17.657973	17.657973
9	23	2005	Roll Bounce	10	17.380866	17.500866
12	11	1998	Rushmore	10	17.105219	19.080435
1	19	1990	Tremors	10	16.667084	16.667084
6	17	2005	The Perfect Man	10	16.535005	19.535005
8	3	1990	Mo' Better Blues	10	16.153	16.153
1	25	2002	Kung Pow: Enter the Fist	10	16.033556	17.033556
5	30	2003	Wrong Turn	10	15.417771	28.649556
5	16	1980	The Long Riders	10	15.198912	15.198912
3	12	1999	The Corruptor	10	15.164492	15.164492
8	14	2009	The Goods: Live Hard, Sell Hard	10	15.122676	15.297318
6	28	2002	Hey Arnold! The Movie	10	13.684949	13.684949
12	30	2005	The Matador	10	12.589255	17.300838
3	14	1997	Love Jones	10	12.554569	12.554569
12	19	2000	The Gift	10	12.008642	44.567606
1	20	2006	End of the Spear	10	11.748661	11.924041
3	9	2001	Get Over It	10	11.560259	19.860259
2	19	1999	Office Space	10	10.827813	12.827813
7	23	1999	Drop Dead Gorgeous	10	10.571408	10.571408
6	11	1999	Le Violon rouge	10	10.019109	10.019109
11	25	1998	Very Bad Things	10	9.94947	21.094974
7	9	2004	Sleepover	10	9.408183	9.408183
1	25	2013	Movie 43	10	8.840453	22.855518
10	26	1984	Body Double	10	8.80194	8.80194
7	18	2003	Dirty Pretty Things	10	8.112414	14.156753
2	1	2008	Over Her Dead Body	10	7.570127	20.717656
10	24	2001	Bones	10	7.316658	8.378853
12	1	2006	Turistas	10	7.027762	14.32107
10	30	1998	American History X	10	6.719864	6.719864
1	16	2004	Teacher's Pet: The Movie	10	6.491969	6.491969
10	15	1999	The Straight Story	10	6.197866	6.197866
5	3	2002	Deuces Wild	10	6.044618	6.244618
3	22	2008	Run, Fatboy, Run	10	6.003262	36.74341
12	18	1981	Heartbeeps	10	6	6
7	4	2007	Rescue Dawn	10	5.490423	7.037886
4	5	2000	Black and White	10	5.241315	5.241315
6	18	2010	I am Love	10	5.005465	15.132211
10	26	2001	On the Line	10	4.365455	4.690802
10	4	1996	Crash	10	3.357324	3.357324
2	4	1994	Romeo Is Bleeding	10	3.275585	3.275585
10	8	1999	The Limey	10	3.193102	6.030047
12	22	2000	The House of Mirth	10	3.041803	5.141803
10	6	2000	Bamboozled	10	2.185266	2.373937
2	11	1981	Sphinx	10	2	11.4
5	3	2013	The Iceman	10	1.930401	1.930401
6	24	2011	A Better Life	10	1.759252	1.766372
2	28	2003	Spider	10	1.641788	1.641788
2	4	2000	Gun Shy	10	1.638202	1.638202
12	27	2002	Nicholas Nickleby	10	1.5628	1.5628
4	16	2010	The Joneses	10	1.475746	3.541565
6	23	2006	Krrish	10	1.430721	32.430721
8	11	2000	Cecil B. Demented	10	1.276984	1.953882
5	2	2003	Owning Mahowny	10	1.011054	1.011054
10	19	2007	The Ten Commandments	10	0.95282	1.051907
9	7	2007	The Brothers Solomon	10	0.900926	0.900926
8	6	1999	Illuminata	10	0.836641	0.836641
12	2	2011	Coriolanus	10	0.749641	1.049641
10	11	2002	Swept Away	10	0.598645	0.598645
5	23	2008	War, Inc.	10	0.580862	1.296184
4	2	2004	Shaolin Soccer	10	0.488872	42.776032
8	27	2004	The Brown Bunny	10	0.366301	0.630427
12	25	1998	The Swindle	10	0.245359	5.045359
8	14	1998	La femme de chambre du Titanic	10	0.244465	0.244465
12	17	2004	Imaginary Heroes	10	0.228524	0.290875
10	26	2001	High Heels and Low Lifes	10	0.226792	0.226792
8	21	2009	World's Greatest Dad	10	0.221805	0.29575
10	29	2010	Welcome to the Rileys	10	0.152857	0.312857
10	9	2009	Free Style	10	0.141108	0.721108
5	18	2007	Severance	10	0.137221	5.950002
7	14	2006	Edmond	10	0.131719	0.241719
4	23	2010	Joheunnom nabbeunnom isanghannom	10	0.128486	42.226657
8	26	1994	Police Academy 7: Mission to Moscow	10	0.126247	0.126247
2	19	2010	Blood Done Sign My Name	10	0.109383	0.109383
2	19	2010	The Good Guy	10	0.100688	0.100688
10	23	2009	Motherhood	10	0.093388	0.723388
10	15	2004	Eulogy	10	0.070527	0.070527
2	27	1998	An Alan Smithee Film: Burn Hollywood Burn	10	0.045779	0.045779
8	28	2009	The Open Road	10	0.019716	0.019716
10	16	2009	Janky Promoters	10	0.009069	0.009069
8	6	2010	The Oxford Murders	10	0.004803	19.510009
12	31	2010	The Reef	10	0	15.037867
1	8	2008	White Noise 2: The Light	10	0	8.243567
6	21	2011	You Got Served: Beat The World	10	0	1.230542
8	21	2009	Fifty Dead Men Walking	10	0	0.897698
9	22	2009	Adam Resurrected	10	0	0.090909
4	13	2012	Detention	10	0	0
2	2	2007	Partition	10	0	0
12	25	2014	Big Eyes	10	0	0
4	30	2010	Gunless	9.9	0.458054	0.458054
4	3	2009	Adventureland	9.8	16.044025	17.144025
12	19	2012	Amour	9.7	6.738954	25.915719
4	28	2006	The Lost City	9.6	2.484186	3.650302
1	12	2000	Next Friday	9.5	57.176582	59.675307
6	13	1967	You Only Live Twice	9.5	43.1	111.6
6	10	1988	Poltergeist III	9.5	14.114	14.114
3	19	2010	The Runaways	9.5	3.573673	5.278632
10	30	2009	Gentlemen Broncos	9.5	0.113682	0.118482
11	7	1963	It's a Mad Mad Mad Mad World	9.4	46.3	60
11	3	2006	Volver	9.4	12.899867	85.599867
11	11	2011	Melancholia	9.4	3.030848	18.044073
8	7	1981	Heavy Metal	9.3	19.571091	19.571091
12	29	1995	Richard III	9.2	2.684904	4.204857
12	31	2011	Red Dog	9.1	0	20.927794
5	25	1979	Alien	9	80.93063	203.63063
10	17	2003	The Texas Chainsaw Massacre	9	80.571655	107.071655
1	1	1971	Fiddler on the Roof	9	80.5	80.5
12	29	1965	Thunderball	9	63.6	141.2
5	30	2008	The Strangers	9	52.59761	83.051676
11	6	1996	Set It Off	9	36.049108	36.049108
10	22	1999	The Best Man	9	34.10278	34.57278
11	9	1988	Child's Play	9	33.244684	44.196684
6	22	2007	Sicko	9	24.538513	33.538513
1	21	2000	Down to You	9	20.03531	20.03531
7	30	2004	Harold & Kumar Go to White Castle	9	18.225165	18.225165
10	13	2000	The Contender	9	17.804273	17.804273
2	18	2000	Boiler Room	9	16.963963	28.773637
12	25	2006	Black Christmas	9	16.235738	16.235738
3	16	1984	The Ice Pirates	9	13.07539	13.07539
5	14	2004	Breakin' All the Rules	9	12.232382	12.512317
8	10	2011	Glee: The 3D Concert Movie	9	11.862398	17.462398
11	8	1989	Henry V	9	10.161099	10.161099
11	28	2007	The Savages	9	6.623082	10.642023
4	16	2003	Chasing Papi	9	6.126237	12.657377
9	8	2000	The Way of the Gun	9	6.047856	13.061935
8	22	2008	Hamlet 2	9	4.886216	4.898285
9	13	2002	Igby Goes Down	9	4.777465	4.777465
4	29	1994	PCU	9	4.333569	4.333569
3	9	2007	The Ultimate Gift	9	3.438735	3.438735
9	29	2000	Beautiful	9	3.134509	3.134509
6	1	2007	Gracie	9	2.956339	3.922043
8	18	2006	Trust the Man	9	1.530535	2.548378
8	26	2005	Undiscovered	9	1.069318	1.069318
11	6	1998	Velvet Goldmine	9	1.053788	4.861972
5	14	2010	Princess Kaiulani	9	0.883887	0.883887
6	20	2003	The Legend of Suriyothai	9	0.454255	0.454255
10	25	1991	Due occhi diabolici	9	0.349618	0.349618
1	22	2010	La fille du RER	9	0.208163	0.208163
10	25	2002	All or Nothing	9	0.184255	0.184255
2	5	2010	The Red Riding Trilogy: 1974	9	0.148826	0.148826
7	31	2009	Flammen og Citronen	9	0.148089	1.635241
4	2	2010	Leaves of Grass	9	0.070066	0.070066
11	22	2006	Opal Dreams	9	0.014443	0.014443
12	31	2010	Beneath Hill 60	9	0	3.440939
12	31	2009	Veronika Decides to Die	9	0	0
10	10	1968	Barbarella	9	0	0
11	30	2007	Awake	8.6	14.373825	32.968648
12	16	2009	Crazy Heart	8.5	39.471742	47.417251
8	15	2008	Star Wars: The Clone Wars	8.5	35.161554	68.161554
7	31	1987	The Lost Boys	8.5	32.222567	32.222567
11	7	1979	The Rose	8.5	29.2	29.2
9	27	2013	Baggage Claim	8.5	21.569509	21.569509
3	1	1991	Haakon Haakonsen	8.5	15.024232	15.024232
4	23	1999	Election	8.5	14.943582	17.202854
3	9	2007	The Namesake	8.5	13.610521	20.288774
2	27	2004	Club Dread	8.5	5.001655	7.573551
9	17	2009	Bright Star	8.5	4.444637	17.26068
9	21	2001	Glitter	8.5	4.273372	4.273372
4	23	2004	Silmido	8.5	0.298347	30.298347
2	12	2010	My Name is Khan	8.47	4.046336	42.355526
3	23	2007	Namastey London	8.4	1.207007	6.831069
6	4	1999	Limbo	8.3	2.16071	2.598224
3	16	2007	The Wind That Shakes the Barley	8.3	1.829142	25.670174
4	16	2010	The City of Your Final Destination	8.3	0.493296	1.353296
11	24	2006	Kurtlar vadisi - Irak	8.3	0	24.906717
2	23	1951	Quo Vadis?	8.25	30	30
4	1	1965	The Sound of Music	8.2	163.214286	286.214286
2	17	1984	Footloose	8.2	80	80
10	14	1994	Pulp Fiction	8	107.928762	212.928762
3	9	1984	Splash	8	62.599495	62.599495
7	26	2006	Little Miss Sunshine	8	59.891098	100.550977
9	17	2010	Easy A	8	58.401464	76.200721
8	8	1986	Stand by Me	8	52.287414	52.287414
6	27	2003	28 Days Later...	8	45.064915	82.955633
1	30	2004	You Got Served	8	40.066497	50.811858
9	30	2011	50/50	8	35.016118	41.334735
4	3	1996	A Thin Line Between Love & Hate	8	34.873513	34.873513
10	11	2002	Brown Sugar	8	27.362712	28.315272
1	31	2014	That Awkward Moment	8	26.068955	53.068955
12	25	1981	Modern Problems	8	24.474312	24.474312
12	18	1969	On Her Majesty's Secret Service	8	22.8	82
5	7	1993	Much Ado About Nothing	8	22.549338	22.549338
4	10	1992	The Player	8	21.706101	28.876702
11	10	1982	Creepshow	8	20.036244	20.036244
4	28	2006	Akeelah and the Bee	8	18.84843	18.959424
10	14	1994	Wes Craven's New Nightmare	8	18.090181	18.090181
10	1	1999	Drive Me Crazy	8	17.843379	22.591451
1	16	1998	Half Baked	8	17.394881	17.394881
1	30	2009	New in Town	8	16.734283	22.934283
4	14	2000	American Psycho	8	15.070285	28.674417
5	19	2006	See No Evil	8	15.0328	18.828036
8	7	2002	The Good Girl	8	14.018296	16.856124
8	4	2006	Bon Cop, Bad Cop	8	12.6713	12.6713
10	30	2009	The Boondock Saints 2: All Saints Day	8	10.273187	10.273187
4	29	2011	Prom	8	10.130219	10.763183
4	22	1994	The Inkwell	8	8.864699	8.864699
12	29	2000	Shadow of the Vampire	8	8.279017	8.279017
10	8	2010	It's Kind of a Funny Story	8	6.363628	6.628326
5	3	1996	The Pallbearer	8	5.656388	5.656388
9	22	2000	Woman on Top	8	5.01845	10.192613
5	12	2000	Held Up	8	4.71409	4.71409
12	23	2005	Caché	8	3.647381	17.147381
12	29	2010	Another Year	8	3.205706	20.005613
9	20	2002	8 femmes	8	3.076425	42.376425
9	25	1998	Clay Pigeons	8	1.793359	2.256606
11	19	2010	Made in Dagenham	8	1.095369	15.644196
6	6	2008	And When Did You Last See Your Father?	8	1.07124	2.476491
3	5	2010	The Secret of Kells	8	0.69029	2.600916
1	24	1997	Prefontaine	8	0.590817	0.590817
5	11	2007	Brooklyn Rules	8	0.458232	0.458232
10	24	2003	The Singing Detective	8	0.336456	0.524747
6	15	2007	Fido	8	0.29811	0.419801
9	16	2011	Restless	8	0.163753	2.818394
6	12	1998	The Land Girls	8	0.146083	0.146083
5	18	2007	The Wendell Baker Story	8	0.127188	0.127188
10	29	2010	Wild Target	8	0.109338	0.109338
4	18	2008	Pathology	8	0.109045	3.270974
8	18	2006	10th & Wolf	8	0.054702	0.143782
9	23	2005	Dear Wendy	8	0.023106	0.446438
4	27	2001	Akira	8	0.019585	0.019585
9	4	2007	The Death and Life of Bobby Z	8	0	0.414617
11	30	2007	Maurice Richard	8	0	0
1	27	2006	Imagine Me & You	7.9	0.672243	0.972243
7	4	2003	Swimming Pool	7.8	10.130108	22.441323
2	23	1990	The Blood of Heroes	7.7	0.88229	0.88229
12	13	1989	Driving Miss Daisy	7.5	106.593296	106.593296
9	26	1997	Soul Food	7.5	43.492389	43.492389
7	17	2009	(500) Days of Summer	7.5	32.391374	60.80321
2	23	1996	Rumble in the Bronx	7.5	32.281907	36.238752
3	17	2006	Thank You For Smoking	7.5	24.793509	40.016662
